Water Control Zone,Station,Dates,Sample No,Depth,Volatile Suspended Solids mg_L,Unionised Ammonia mg_L,Turbidity NTU,Total Phosphorus mg_L,Total Nitrogen mg_L,Total Kjeldahl Nitrogen mg_L,Total Inorganic Nitrogen mg_L,Temperature C,Suspended Solids mg_L,Silica mg_L,Secchi Disc Depth M,Salinity psu,Phaeo-pigments ug_L,pH,Orthophosphate Phosphorus mg_L,Nitrite Nitrogen mg_L,Nitrate Nitrogen mg_L,Faecal Coliforms cfu_100mL,E. coli cfu_100mL,Dissolved Oxygen mg_L,Dissolved Oxygen per_saturation,Chlorophyll-a ug_L,Ammonia Nitrogen mg_L,5-day Biochemical Oxygen Demand mg_L
Victoria Harbour,VM5,2021-06-17,1,Surface Water,0.6,0.004,10.3,,,,0.5,28.7,1.9,1.7,2.6,27.8,0.4,7.5,0.029,0.061,0.23,490,260,4.8,73.0,0.6,0.21,0.5
Victoria Harbour,VM5,2021-07-02,1,Surface Water,0.9,<0.001,3.9,,,,0.54,27.4,3.6,1.9,2.0,27.2,4.9,7.3,0.018,0.13,0.34,600,390,5.2,77.0,8.6,0.065,1
Victoria Harbour,VM5,2021-08-12,1,Surface Water,1.4,0.001,4.9,,,,0.32,26.5,4.8,0.81,2.3,31.4,1.3,7.2,0.002,0.049,0.13,1300,470,4.9,73.0,6.4,0.14,0.6
Victoria Harbour,VM5,2021-09-10,1,Surface Water,0.6,0.002,9.2,,,,0.6,27.3,4,1.2,2.4,31.6,1.5,7.2,0.033,0.031,0.36,1900,600,5.5,71.0,1.7,0.21,1
Victoria Harbour,VM5,2021-10-23,1,Surface Water,0.9,0.003,12.0,,,,0.2,26.7,5.5,1.3,2.5,32.4,<0.2,7.9,0.005,0.063,0.047,1400,880,5.8,86.0,0.7,0.086,<0.1
Victoria Harbour,VM5,2021-11-10,1,Surface Water,1,0.002,9.0,0.07,0.39,0.23,0.31,25.4,5,0.81,2.7,32.7,<0.2,7.5,0.018,0.049,0.11,510,260,5.7,84.0,3.5,0.15,1.1
Victoria Harbour,VM5,2021-12-23,1,Surface Water,1.6,0.001,17.0,0.04,0.67,0.55,0.23,20.2,12,0.97,2.4,33.3,0.7,7.6,0.023,0.032,0.087,770,480,5.3,72.0,0.7,0.114,0.5
Victoria Harbour,VM5,2022-01-06,1,Surface Water,1.4,0.002,10.1,0.04,1.23,1.1,0.3,20.3,8,0.76,2.6,33.6,1.1,7.5,0.027,0.035,0.093,7000,4500,7.0,94.0,0.7,0.17,0.7
Victoria Harbour,VM5,2022-02-04,1,Surface Water,1.1,<0.001,18.7,0.04,0.9,0.8,0.17,17.5,4.2,0.72,3.1,32.9,<0.2,7.3,0.019,0.014,0.081,240,180,7.1,90.0,0.7,0.075,0.5
Victoria Harbour,VM5,2022-03-25,1,Surface Water,<0.5,0.001,8.5,0.05,0.47,0.46,0.11,19.9,2.8,0.49,3.4,31.9,<0.2,7.7,<0.002,0.002,0.006,550,340,6.4,84.0,0.5,0.1,0.6
Victoria Harbour,VM5,2022-04-20,1,Surface Water,0.7,0.011,45.4,0.04,0.71,0.63,0.28,22.1,4.7,0.6,2.0,32.0,<0.2,8.2,0.013,0.009,0.074,3500,750,7.5,103.0,0.4,0.2,0.6
Victoria Harbour,VM5,2022-05-06,1,Surface Water,2.1,0.003,13.5,0.04,0.55,0.46,0.15,24.6,8,0.1,2.2,32.6,1.8,8.1,0.012,0.018,0.073,40,20,5.6,81.0,10,0.061,1.1
Victoria Harbour,VM5,2022-06-06,1,Surface Water,1.8,0.004,7.3,0.03,0.68,0.18,0.57,27.7,4.3,0.91,2.6,24.7,2.3,8.0,<0.002,0.013,0.49,4100,1800,6.8,99.0,21,0.067,1.1
Victoria Harbour,VM5,2022-07-29,1,Surface Water,1.8,0.007,7.7,0.04,0.64,0.36,0.36,28.4,2.7,1,2.1,27.0,4.9,8.2,<0.002,0.014,0.27,20000,10000,6.3,94.0,25,0.08,3.4
Victoria Harbour,VM5,2022-08-03,1,Surface Water,1.6,0.005,11.3,0.05,0.69,0.44,0.4,26.8,3.1,1.2,2.0,30.4,5.8,7.8,0.016,0.025,0.22,4600,1100,5.8,86.0,15,0.15,2.5
Victoria Harbour,VM5,2022-09-09,1,Surface Water,1.3,0.002,33.1,0.09,0.54,0.4,0.27,27.9,5.6,0.68,2.1,31.6,1.8,7.3,0.011,0.02,0.12,4400,1500,4.4,67.0,2.9,0.13,0.6
Victoria Harbour,VM5,2022-10-12,1,Surface Water,1,0.004,4.2,0.06,0.79,0.69,0.18,27.9,4.4,0.75,2.2,32.6,0.8,8.0,<0.002,0.019,0.077,470,140,4.9,76.0,2.6,0.08,0.4
Victoria Harbour,VM5,2022-11-10,1,Surface Water,0.8,<0.001,0.1,0.1,0.67,0.46,0.29,23.6,3.1,1.6,2.2,32.9,0.4,7.2,0.02,0.025,0.18,20,20,4.8,69.0,0.9,0.082,1
Victoria Harbour,VM5,2022-12-09,1,Surface Water,1.6,0.001,3.4,0.06,0.66,0.57,0.19,22.7,8.6,0.63,2.0,32.8,0.7,7.5,0.011,0.013,0.075,130,40,5.8,81.0,0.9,0.1,0.6
Victoria Harbour,VM6,2015-01-05,1,Surface Water,0.7,0.004,6.8,0.05,0.61,0.46,0.38,17.9,1.1,0.34,2.5,31.6,1.4,7.8,0.026,0.018,0.13,18000,14000,6.3,81.0,1.4,0.23,0.8
Victoria Harbour,VM6,2015-02-06,1,Surface Water,0.6,0.002,2.9,0.06,0.78,0.6,0.38,16.9,3.9,0.8,3.0,31.5,<0.2,7.6,0.038,0.019,0.16,9200,3700,5.8,72.0,1.8,0.2,0.8
Victoria Harbour,VM6,2015-03-06,1,Surface Water,0.7,0.002,2.9,0.03,0.53,0.45,0.2,18.1,4.2,0.39,2.6,32.5,1,7.7,0.019,0.007,0.075,12000,6100,6.4,83.0,<0.2,0.12,0.7
Victoria Harbour,VM6,2015-04-10,1,Surface Water,0.5,0.002,3.0,0.03,0.38,0.29,0.2,21.6,2.5,0.29,2.2,32.8,0.3,7.6,0.009,0.01,0.08,12000,6200,5.0,68.0,0.7,0.11,0.8
Victoria Harbour,VM6,2015-05-04,1,Surface Water,1.1,0.004,3.0,0.03,0.61,0.34,0.39,25.3,1.6,0.17,3.1,30.2,1.7,7.8,0.008,0.028,0.24,230,110,5.1,74.0,7.4,0.12,1.2
Victoria Harbour,VM6,2015-06-12,1,Surface Water,0.9,0.004,3.2,0.08,0.77,0.34,0.51,27.2,3.3,0.75,2.5,26.4,2.5,8.0,0.003,0.038,0.39,9700,4100,7.3,106.0,24,0.086,2.3
Victoria Harbour,VM6,2015-07-17,1,Surface Water,0.9,0.01,3.6,0.05,0.59,0.36,0.38,26.8,2.4,1.2,3.0,30.5,2.8,8.1,0.025,0.038,0.19,3900,790,5.3,78.0,5.1,0.15,1.4
Victoria Harbour,VM6,2015-08-06,1,Surface Water,1.5,0.003,3.0,0.08,0.8,0.5,0.4,26.0,2.3,1.3,2.5,30.2,4.9,7.8,0.01,0.043,0.26,1000,360,6.2,91.0,14,0.095,1.8
Victoria Harbour,VM6,2015-09-02,1,Surface Water,1.2,0.007,5.2,0.08,0.78,0.6,0.46,25.2,5.6,1.7,2.5,31.9,1.3,7.7,0.041,0.025,0.15,4600,2200,3.4,49.0,<0.2,0.28,0.7
Victoria Harbour,VM6,2015-10-02,1,Surface Water,1.1,0.006,6.6,0.04,0.6,0.33,0.45,28.8,6.5,1.7,1.5,31.4,2.3,7.7,0.04,0.098,0.17,560,290,4.1,63.0,<0.2,0.18,0.3
Victoria Harbour,VM6,2015-11-04,1,Surface Water,<0.5,0.003,4.8,0.07,0.68,0.59,0.21,26.4,3,0.39,3.0,32.6,1.4,7.8,0.022,0.015,0.079,570,200,5.4,80.0,1.7,0.12,1
Victoria Harbour,VM6,2015-12-03,1,Surface Water,2.4,0.004,4.4,0.06,0.53,0.32,0.42,24.1,11,1.3,2.5,32.0,0.6,7.6,0.043,0.048,0.16,5300,1800,5.3,76.0,1.4,0.21,0.9
Victoria Harbour,VM6,2016-01-06,1,Surface Water,<0.5,0.003,2.7,0.06,0.63,0.39,0.54,20.3,1.4,1.3,5.0,31.6,<0.2,7.5,0.042,0.029,0.21,950,510,5.7,76.0,1.8,0.3,0.7
Victoria Harbour,VM6,2016-02-11,1,Surface Water,0.8,0.001,3.5,0.05,0.47,0.29,0.33,15.9,3,0.96,4.0,31.0,0.6,7.6,0.023,0.024,0.16,370,240,7.1,87.0,1.3,0.15,1
Victoria Harbour,VM6,2016-03-10,1,Surface Water,1,0.005,1.6,0.03,0.51,0.39,0.26,17.4,2.8,0.77,2.8,30.9,2.3,8.2,0.005,0.011,0.11,1800,1300,6.0,76.0,4,0.14,1.4
Victoria Harbour,VM6,2016-04-08,1,Surface Water,1,0.008,1.5,0.09,1.0,0.83,0.45,19.4,2.6,0.9,3.0,30.2,2.3,8.0,0.017,0.015,0.15,780,500,7.2,93.0,2.4,0.28,1.9
Victoria Harbour,VM6,2016-05-05,1,Surface Water,0.8,0.012,1.8,0.06,0.65,0.44,0.56,23.8,2.6,1.5,2.3,29.9,<0.2,7.9,0.048,0.02,0.19,90,20,4.6,65.0,0.6,0.35,1.2
Victoria Harbour,VM6,2016-06-06,1,Surface Water,2,0.004,1.0,0.14,0.58,0.32,0.35,26.6,9.1,0.53,3.5,28.5,3.9,8.0,0.002,0.049,0.21,1300,460,5.2,76.0,12,0.089,1.2
Victoria Harbour,VM6,2016-07-06,1,Surface Water,1.6,0.002,1.3,0.06,0.67,0.22,0.6,26.6,2.8,1.9,2.5,24.1,1.5,7.5,0.024,0.024,0.43,1100,280,5.1,73.0,11,0.15,1.2
Victoria Harbour,VM6,2016-08-04,1,Surface Water,1.2,0.016,4.0,0.14,0.99,0.76,0.79,24.8,3.4,1.9,3.0,30.6,0.6,7.8,0.042,0.028,0.2,1200,390,5.5,79.0,1.1,0.56,2.1
Victoria Harbour,VM6,2016-09-05,1,Surface Water,1.1,0.002,6.5,0.06,0.93,0.67,0.41,26.9,6.2,2.1,2.5,30.4,0.7,7.5,0.039,0.044,0.22,17000,7200,6.3,94.0,0.7,0.15,0.4
Victoria Harbour,VM6,2016-10-03,1,Surface Water,1,0.007,17.2,0.04,0.44,0.31,0.36,28.2,5.3,2.1,2.4,31.3,2.1,7.8,0.033,0.034,0.093,5400,2100,6.0,91.0,0.7,0.23,0.1
Victoria Harbour,VM6,2016-11-03,1,Surface Water,1.1,0.003,4.9,0.04,0.34,0.2,0.21,26.2,5.8,0.53,2.5,31.2,1.8,7.9,0.022,0.023,0.12,1100,310,5.5,82.0,2,0.07,0.6
Victoria Harbour,VM6,2016-12-01,1,Surface Water,0.8,0.003,5.0,0.03,0.41,0.23,0.25,23.0,4.3,1.2,3.5,30.9,0.4,8.0,0.023,0.053,0.13,870,410,5.4,75.0,1,0.069,0.3
Victoria Harbour,VM6,2017-01-05,1,Surface Water,0.7,0.011,3.6,0.04,1.07,0.95,0.41,20.3,2.2,0.34,3.0,30.3,0.4,8.1,0.005,0.013,0.11,1100,630,6.5,86.0,2.8,0.29,0.8
Victoria Harbour,VM6,2017-02-02,1,Surface Water,0.8,0.001,6.1,0.04,0.47,0.29,0.31,18.7,4.4,1.2,3.0,30.9,<0.2,7.2,0.015,0.029,0.15,750,430,6.4,83.0,0.6,0.13,0.5
Victoria Harbour,VM6,2017-03-03,1,Surface Water,0.6,0.002,3.5,0.04,0.88,0.7,0.33,17.6,2.6,1,3.0,31.4,0.3,7.6,0.023,0.017,0.16,210,100,6.2,78.0,0.9,0.15,0.7
Victoria Harbour,VM6,2017-04-06,1,Surface Water,1.7,0.005,0.9,0.04,0.48,0.34,0.31,20.5,8.6,0.81,2.5,32.0,1.2,8.0,0.025,0.014,0.13,520,170,6.9,92.0,1.8,0.17,0.3
Victoria Harbour,VM6,2017-05-05,1,Surface Water,0.7,0.007,5.1,0.05,1.06,0.83,0.45,24.3,1.5,1.2,5.0,30.4,0.5,7.9,0.003,0.02,0.21,1100,480,5.4,77.0,1.1,0.22,0.5
Victoria Harbour,VM6,2017-06-05,1,Surface Water,2.4,0.007,4.0,0.17,0.81,0.37,0.53,28.2,3.8,0.09,1.8,27.3,6.8,8.1,0.007,0.031,0.41,70,20,6.4,95.0,35,0.093,3.4
Victoria Harbour,VM6,2017-07-03,1,Surface Water,1.6,0.003,1.2,0.06,1.26,0.57,0.75,27.3,2.8,2.6,1.7,22.7,3.4,7.9,0.006,0.058,0.63,1100,240,6.5,93.0,16,0.062,1.7
Victoria Harbour,VM6,2017-08-09,1,Surface Water,0.9,0.003,1.3,0.11,0.71,0.26,0.52,27.7,2.6,2.3,3.0,27.1,0.8,8.0,0.018,0.078,0.37,3000,1300,5.1,76.0,9.8,0.069,1.3
Victoria Harbour,VM6,2017-09-01,1,Surface Water,1.4,0.005,1.6,0.06,0.85,0.57,0.49,27.1,3.5,1.8,2.5,29.8,2.8,7.7,0.035,0.069,0.21,400,290,5.3,79.0,4.9,0.21,1.3
Victoria Harbour,VM6,2017-10-09,1,Surface Water,0.8,0.006,3.4,0.04,0.42,0.3,0.23,29.5,4.5,1.5,2.3,31.3,0.5,7.9,0.028,0.026,0.092,640,180,4.7,73.0,0.8,0.11,0.9
Victoria Harbour,VM6,2017-11-02,1,Surface Water,1.2,0.003,3.5,0.04,1.11,1,0.2,25.8,6.6,0.71,2.0,32.6,2.4,7.9,0.012,0.025,0.085,8500,4500,5.3,78.0,4.4,0.087,0.7
Victoria Harbour,VM6,2017-12-01,1,Surface Water,0.9,0.002,3.5,0.05,0.6,0.41,0.3,22.6,6,1.2,2.0,32.7,0.4,7.7,0.039,0.03,0.16,26000,9800,5.9,82.0,0.5,0.11,0.1
Victoria Harbour,VM6,2018-01-08,1,Surface Water,0.7,0.007,6.8,0.05,0.51,0.29,0.37,18.3,4.1,1.3,2.5,32.0,0.6,8.2,0.038,0.014,0.21,1500,540,6.2,80.0,0.9,0.15,0.2
Victoria Harbour,VM6,2018-02-02,1,Surface Water,0.7,<0.001,1.9,0.03,0.49,0.4,0.16,16.1,3.3,0.66,2.5,32.3,0.8,7.6,0.006,0.011,0.075,1400,790,7.3,90.0,1.1,0.075,0.6
Victoria Harbour,VM6,2018-03-15,1,Surface Water,1.2,0.005,3.3,0.05,0.66,0.5,0.38,18.4,8.5,0.74,3.0,31.9,0.2,7.9,0.035,0.02,0.14,750,390,5.9,75.0,1,0.22,0.7
Victoria Harbour,VM6,2018-04-06,1,Surface Water,2.1,0.007,5.2,0.05,0.92,0.73,0.45,22.8,7.1,0.94,2.5,31.7,0.3,7.8,0.038,0.008,0.18,60,<10,5.3,73.0,0.7,0.26,0.7
Victoria Harbour,VM6,2018-05-03,1,Surface Water,0.6,0.01,2.7,0.04,0.52,0.36,0.38,24.9,5.8,0.48,2.8,32.2,2,8.0,0.034,0.007,0.15,10000,4200,5.4,78.0,2.8,0.22,0.6
Victoria Harbour,VM6,2018-06-01,1,Surface Water,0.9,0.008,1.4,0.03,0.95,0.7,0.43,28.1,1.6,0.72,3.5,30.3,2.1,7.9,0.014,0.024,0.23,2400,1100,5.3,80.0,6,0.18,1.7
Victoria Harbour,VM6,2018-07-05,1,Surface Water,1.7,0.004,2.1,0.03,0.92,0.45,0.55,27.7,8.5,0.57,3.0,27.4,4.1,8.0,0.018,0.07,0.4,8800,3500,5.1,75.0,13,0.08,1
Victoria Harbour,VM6,2018-08-08,1,Surface Water,3.4,0.009,1.2,0.03,0.56,0.3,0.36,29.1,9.9,0.25,2.5,27.4,6.8,8.2,0.007,0.054,0.21,4300,1300,6.7,102.0,24,0.091,2.1
Victoria Harbour,VM6,2018-09-03,1,Surface Water,0.8,0.005,3.0,0.05,0.71,0.33,0.53,26.3,3,2.2,2.9,28.3,0.3,7.8,0.04,0.085,0.29,7800,2100,5.4,78.0,0.5,0.15,0.5
Victoria Harbour,VM6,2018-10-14,1,Surface Water,1.2,0.006,4.2,0.04,0.42,0.28,0.29,26.8,6.6,1.2,2.0,32.0,1.3,7.9,0.027,0.037,0.098,,3700,5.6,83.0,0.8,0.15,0.6
Victoria Harbour,VM6,2018-11-02,1,Surface Water,1,0.003,2.1,0.03,0.35,0.27,0.15,25.1,3.9,0.31,2.0,32.5,3,7.9,0.013,0.017,0.063,1200,710,4.0,59.0,5,0.074,1.1
Victoria Harbour,VM6,2018-12-28,1,Surface Water,1.2,0.004,3.5,0.04,0.37,0.26,0.23,21.3,6.7,0.72,3.0,33.0,0.4,8.0,0.028,0.023,0.09,,140,6.0,82.0,0.9,0.12,<2
Victoria Harbour,VM6,2019-01-02,1,Surface Water,0.8,0.002,5.4,0.04,0.51,0.41,0.18,18.8,4.1,0.87,2.0,33.2,0.6,8.0,0.025,0.02,0.08,1200,680,6.3,82.0,0.4,0.077,0.4
Victoria Harbour,VM6,2019-02-13,1,Surface Water,2.1,0.005,0.7,0.04,0.79,0.66,0.32,19.5,6.4,0.43,3.3,31.7,0.4,8.0,0.018,0.01,0.12,970,240,6.1,80.0,1.1,0.19,0.6
Victoria Harbour,VM6,2019-03-01,1,Surface Water,2.6,0.002,0.7,0.03,0.72,0.63,0.16,20.0,8.9,0.38,3.8,32.3,1.3,8.0,0.01,0.012,0.075,620,150,6.8,91.0,4.2,0.074,0.4
Victoria Harbour,VM6,2019-04-11,1,Surface Water,2.5,0.005,0.2,0.04,0.53,0.31,0.37,24.2,8.5,0.52,4.7,31.7,1.1,7.9,0.024,0.013,0.21,340,110,6.1,87.0,5.3,0.15,0.8
Victoria Harbour,VM6,2019-05-10,1,Surface Water,0.9,0.003,3.2,0.04,0.5,0.33,0.31,23.9,3.6,0.74,2.6,31.8,<0.2,7.7,0.024,0.014,0.16,440,160,5.4,76.0,0.3,0.14,0.4
Victoria Harbour,VM6,2019-06-03,1,Surface Water,0.7,0.004,2.2,0.05,0.81,0.51,0.56,26.7,1.7,1.8,2.5,28.2,0.8,7.5,0.026,0.032,0.27,11000,6800,4.3,63.0,1.9,0.26,0.8
Victoria Harbour,VM6,2019-07-25,1,Surface Water,4.5,0.007,14.4,0.06,0.73,0.52,0.27,27.9,14,0.26,1.9,26.6,2.4,8.4,<0.002,0.021,0.19,5100,1100,7.9,117.0,13,0.057,3.3
Victoria Harbour,VM6,2019-08-08,1,Surface Water,0.9,0.011,12.1,0.06,0.76,0.52,0.48,28.4,2.9,1.7,2.3,28.8,0.3,7.9,0.028,0.057,0.18,780,250,4.7,71.0,1.9,0.24,0.9
Victoria Harbour,VM6,2019-09-12,1,Surface Water,1.8,0.018,3.7,0.04,1.58,1.4,0.35,29.3,6,0.78,2.3,29.0,2.5,8.3,0.008,0.032,0.15,260,80,6.1,94.0,16,0.17,1.4
Victoria Harbour,VM6,2019-10-03,1,Surface Water,1.2,0.009,4.8,0.07,1.79,1.5,0.56,29.6,6.8,1.8,1.9,31.3,1.1,7.8,0.029,0.04,0.25,13000,4200,4.1,64.0,1,0.27,0.7
Victoria Harbour,VM6,2019-11-21,1,Surface Water,1.1,0.006,6.1,0.05,0.56,0.5,0.22,24.6,4,0.49,3.2,33.0,0.3,8.0,0.005,0.012,0.052,2000,1400,6.0,88.0,1.6,0.16,0.8
Victoria Harbour,VM6,2019-12-02,1,Surface Water,1.4,0.008,4.8,0.06,0.45,0.36,0.27,23.4,7.9,0.77,2.0,33.2,1.1,8.1,0.026,0.013,0.076,1800,650,7.4,105.0,1.7,0.18,0.2
Victoria Harbour,VM6,2020-01-02,1,Surface Water,0.8,0.004,2.6,0.07,1.01,0.82,0.34,19.5,4.6,1.4,2.5,32.1,1,8.0,0.035,0.018,0.17,1100,230,5.6,74.0,0.2,0.15,0.3
Victoria Harbour,VM6,2020-03-11,1,Surface Water,0.8,0.002,2.7,0.07,0.67,0.58,0.22,19.7,4.3,0.93,2.2,32.3,<0.2,7.8,0.026,0.01,0.075,4800,2400,5.7,75.0,4.5,0.13,1.1
Victoria Harbour,VM6,2020-05-13,1,Surface Water,2.6,0.006,2.9,0.03,0.77,0.61,0.37,25.1,8.6,0.84,2.4,31.8,2.6,7.8,0.006,0.013,0.15,490,120,6.1,88.0,4.5,0.21,1.2
Victoria Harbour,VM6,2020-06-08,1,Surface Water,1.2,0.003,2.1,0.04,0.66,0.13,0.65,26.6,6.6,2.6,2.3,25.6,0.9,7.7,0.012,0.099,0.43,2900,1100,4.8,70.0,0.3,0.12,0.7
Victoria Harbour,VM6,2020-07-17,1,Surface Water,2.2,0.007,1.9,0.04,0.67,0.25,0.46,27.8,5,1.3,2.2,24.0,3.6,8.5,0.01,0.037,0.38,430,190,6.4,93.0,20,0.043,2.7
Victoria Harbour,VM6,2020-09-21,1,Surface Water,2.4,0.006,7.0,0.08,1.05,0.86,0.35,28.7,12,1.6,2.3,30.3,0.8,7.8,0.026,0.027,0.16,2700,800,4.1,63.0,0.5,0.16,0.9
Victoria Harbour,VM6,2020-10-05,1,Surface Water,1,0.011,4.7,0.08,1.06,0.9,0.38,29.1,4,1.1,2.5,30.6,0.8,7.9,0.027,0.026,0.13,1400,610,4.4,68.0,0.7,0.22,0.5
Victoria Harbour,VM6,2020-11-04,1,Surface Water,<0.5,0.002,4.4,0.04,0.61,0.48,0.2,24.6,1.6,0.95,3.8,33.1,0.6,7.8,0.021,0.031,0.098,330,180,6.0,87.0,3.8,0.074,0.6
Victoria Harbour,VM6,2020-12-03,1,Surface Water,1.3,0.002,4.0,0.06,0.78,0.63,0.21,22.4,9,0.31,2.9,32.0,1.1,7.8,0.017,0.018,0.13,80,40,6.3,88.0,3.4,0.065,0.9
Victoria Harbour,VM6,2021-02-24,1,Surface Water,0.6,0.003,4.6,0.09,0.61,0.53,0.31,19.9,2,0.59,2.8,32.2,1.2,7.7,0.025,0.014,0.066,830,470,5.1,68.0,0.5,0.23,1.3
Victoria Harbour,VM6,2021-03-03,1,Surface Water,0.9,0.002,4.2,0.08,0.85,0.78,0.23,20.3,4.5,0.62,2.2,32.5,<0.2,7.7,0.02,0.012,0.059,870,310,4.6,62.0,0.8,0.16,0.5
Victoria Harbour,VM6,2021-04-12,1,Surface Water,0.6,0.003,4.8,0.06,0.93,0.85,0.31,23.8,2.6,0.53,3.5,33.0,<0.2,7.5,0.022,0.006,0.069,60,30,4.4,63.0,2.3,0.23,0.9
Victoria Harbour,VM6,2021-05-03,1,Surface Water,<0.5,0.002,3.6,0.06,1.21,1.1,0.27,24.6,2.2,0.58,2.6,32.7,0.4,7.4,0.023,0.014,0.097,850,320,4.7,68.0,2,0.16,0.6
Victoria Harbour,VM6,2021-06-17,1,Surface Water,0.7,0.003,3.5,,,,0.5,28.6,2.2,1.8,2.7,27.8,<0.2,7.5,0.03,0.064,0.25,690,280,5.2,79.0,1,0.19,0.7
Victoria Harbour,VM6,2021-07-02,1,Surface Water,0.8,<0.001,3.3,,,,0.53,27.5,2.3,1.9,1.9,27.3,5.8,7.2,0.019,0.12,0.35,1400,920,5.2,76.0,7.9,0.061,1.1
Victoria Harbour,VM6,2021-08-12,1,Surface Water,1.9,0.001,5.6,,,,0.34,26.3,5,0.88,2.1,31.3,1.2,7.2,0.014,0.048,0.15,1600,340,5.0,73.0,6.4,0.14,0.6
Victoria Harbour,VM6,2021-09-10,1,Surface Water,<0.5,0.002,6.3,,,,0.63,27.4,3,1.3,2.4,31.4,1.3,7.2,0.035,0.032,0.37,2100,620,5.6,74.0,1.8,0.23,1.1
Victoria Harbour,VM6,2021-10-23,1,Surface Water,1.2,0.003,7.8,,,,0.25,26.5,7.5,1.4,2.2,32.5,<0.2,7.9,0.02,0.064,0.088,1600,850,6.4,95.0,0.7,0.093,0.2
Victoria Harbour,VM6,2021-11-10,1,Surface Water,0.9,0.002,6.0,0.08,0.98,0.81,0.32,25.5,3.2,0.81,2.4,32.7,0.4,7.6,0.01,0.049,0.12,540,280,5.9,86.0,4.1,0.15,2
Victoria Harbour,VM6,2021-12-23,1,Surface Water,1.1,0.001,7.0,0.04,0.64,0.52,0.24,20.5,11,0.97,2.8,33.4,<0.2,7.6,0.023,0.032,0.083,1500,800,6.1,83.0,0.7,0.12,0.5
Victoria Harbour,VM6,2022-01-06,1,Surface Water,0.9,0.003,7.4,0.05,1.13,1,0.38,20.4,4.8,0.79,2.0,33.4,0.4,7.5,0.03,0.037,0.097,26000,17000,6.4,86.0,0.8,0.25,0.7
Victoria Harbour,VM6,2022-02-04,1,Surface Water,1.1,<0.001,10.9,0.03,0.69,0.59,0.19,17.6,4.6,0.74,3.1,33.0,0.4,7.4,0.02,0.014,0.088,230,170,7.2,92.0,0.5,0.083,0.6
Victoria Harbour,VM6,2022-04-20,1,Surface Water,<0.5,0.011,20.2,0.04,0.52,0.44,0.29,22.1,4.9,0.62,2.5,32.0,<0.2,8.2,0.012,0.009,0.073,4100,2400,7.8,108.0,0.3,0.21,<0.1
Victoria Harbour,VM6,2022-05-06,1,Surface Water,1.6,0.005,7.8,0.03,0.81,0.7,0.25,24.5,7.3,0.36,2.3,32.5,1.6,8.0,<0.002,0.012,0.098,2800,2200,4.8,70.0,2.6,0.14,0.7
Victoria Harbour,VM6,2022-06-06,1,Surface Water,2.2,0.004,6.7,0.03,0.75,0.26,0.56,27.7,5,0.97,2.9,24.1,2.2,8.0,<0.002,0.013,0.48,6500,1900,6.9,101.0,21,0.065,1.3
Victoria Harbour,VM6,2022-07-29,1,Surface Water,2.4,0.005,7.9,0.03,0.6,0.31,0.34,28.7,6.1,1.2,2.0,26.9,3.8,8.2,<0.002,0.014,0.28,5500,1400,5.7,86.0,22,0.05,3.2
Victoria Harbour,VM6,2022-08-03,1,Surface Water,1.3,0.003,9.6,0.05,0.57,0.32,0.37,26.6,2.9,1.3,2.5,30.4,5,7.8,0.014,0.025,0.22,4800,1300,6.4,95.0,15,0.12,2.5
Victoria Harbour,VM6,2022-09-09,1,Surface Water,1,0.002,43.7,0.08,0.43,0.28,0.31,27.9,3.9,0.76,1.9,31.6,1.6,7.3,0.019,0.021,0.13,7800,2100,5.8,88.0,3,0.16,0.5
Victoria Harbour,VM6,2022-10-12,1,Surface Water,0.6,0.005,4.1,0.06,0.57,0.47,0.2,27.9,3.5,0.81,2.1,32.5,2,8.0,0.015,0.019,0.08,530,130,4.8,74.0,2.2,0.1,0.4
Victoria Harbour,VM6,2022-11-10,1,Surface Water,1.2,<0.001,32.9,0.13,0.86,0.66,0.31,23.7,4,1.8,2.0,32.9,0.7,7.2,0.022,0.028,0.17,210,50,5.8,82.0,0.5,0.11,0.7
Victoria Harbour,VM6,2022-12-09,1,Surface Water,1.4,0.002,3.0,0.06,0.9,0.81,0.21,22.6,8,0.55,2.2,32.7,0.6,7.5,0.011,0.013,0.074,560,340,5.1,71.0,0.9,0.12,0.3
Victoria Harbour,VM7,2015-01-07,1,Surface Water,<0.5,0.005,7.1,0.06,0.75,0.6,0.46,18.2,1.4,0.25,4.0,31.6,0.4,7.7,0.016,0.018,0.13,8400,3300,5.8,75.0,4.5,0.31,0.9
Victoria Harbour,VM7,2015-02-05,1,Surface Water,0.6,0.002,2.6,0.05,0.73,0.54,0.42,17.0,2.6,0.83,3.2,31.4,<0.2,7.6,0.039,0.016,0.17,11000,5800,5.9,74.0,1.1,0.23,0.8
Victoria Harbour,VM7,2015-03-20,1,Surface Water,0.6,0.004,2.0,0.09,0.69,0.46,0.5,19.8,2.6,0.91,2.7,31.7,0.2,7.7,0.026,0.02,0.21,2000,900,5.9,79.0,1,0.27,0.7
Victoria Harbour,VM7,2015-04-17,1,Surface Water,0.8,0.005,2.3,0.04,0.57,0.41,0.38,22.7,2.1,0.61,3.2,32.4,0.6,7.8,0.007,0.016,0.14,190,80,5.9,83.0,1.4,0.22,1.2
